PMID,Title,Abstract,Journal,PubDate,status,DOI
40557583,Metal and Covalent Organic Frameworks Meet OB-GYN: Advancing Applications in Women's Health and Pregnancy Care.,"Metal-organic frameworks (MOFs) and Covalent-organic frameworks (COFs) are promising materials for biomedical applications due to their high surface area, tunable porosity, and functional versatility. Functionalized or nanoparticle-containing MOFs and COFs have been largely explored in preclinical studies for drug delivery, photodynamic and photothermal therapies, and ROS generation targeting cancer cells, among others. Additionally, they have shown potential as carriers of imaging agents for precise biomarker identification and tumor detection. However, the application of nanomaterials in medicine, including MOFs and COFs, still does not meet the expectations set more than two decades ago. This is particularly important in the maternal-fetal field, where substantial maternal health risks during pregnancy and childbirth affect many women. Only recently a range of preliminary studies exist, as these risks have traditionally been viewed as inherent to pregnancy, leaving significant gaps in innovative solutions for women's health that nanomaterials have the potential to bridge. This review addresses this critical need, offering a summary of current research in obstetrics and gynecology and maternal-fetal applications of MOFs and COFs, identifying gaps, and aiming to guide future research to expand nanomedicine's impact in these areas.","Small (Weinheim an der Bergstrasse, Germany)",2025,downloaded,10.1002/smll.202504366
40554218,A controllable self-amplifying oxidative stress strategy for boosting noninvasive sonodynamic therapy and synergistic immunotherapy.,"The combined application of sonodynamic therapy (SDT) and immune checkpoint blockade may be hindered by the antioxidant defense mechanisms of tumor cells and the immunosuppressive tumor microenvironment (TME). SDT may be enhanced through nanotechnology to improve sonosensitizer delivery and drug release triggered by reactive oxygen species (ROS). However, strategies to amplify ROS cascades and synergize with immune checkpoint blockade remain underexplored. In this study, a pH/ROS dual-responsive nanoplatform (designated as FHPCL NPs) that targets tumor tissues with a ""self-amplifying oxidative stress"" strategy to synergistically enhance the efficacy of SDT and immunotherapy was developed. This nanoplatform established a ""drug release-ROS generation-carrier disintegration"" positive feedback loop in the tumor tissues when combined with ultrasound technology, thereby inducing massive ROS production. In a 4T1 breast cancer model, this strategy achieved an in situ tumor suppression rate exceeding 80 %. Importantly, the integrated platform significantly promotes dendritic cell maturation and cytotoxic T lymphocytes infiltration by inducing immunogenic cell death, thereby activating enhanced immune responses and systemic immunological effects. Furthermore, we demonstrated that combining FHPCL NPs-augmented SDT with anti-programmed death ligand 1 markedly inhibited tumor growth and pulmonary metastasis, and established durable immune memory. This study provides a promising strategy for tumor therapy.",Biomaterials,2026,downloaded,10.1016/j.biomaterials.2025.123499
40545201,Homotypic biomimetic nanotheranostics enhance locoregional Cherenkov radiation-induced photodynamic therapy and ferroptosis in early bone metastases.,"Theranostics for deep-seated and multifocal bone metastases using conventional nanoparticulate strategies face significant challenges due to limited targeting and insufficient spatial controllability within the lesions. Here, we developed a sophisticated nanocarrier (MC@MH) camouflaged with the homologous prostate cancer cell membrane and ferritin-homing peptide (HKN22). Following systemic injection, the biomimetic nanotheranostics preferentially accumulated in bone metastases through a homotypic targeting mechanism. The acidic/H2O2-rich microenvironment triggered the degradation of MnO2 in MC@MH, leading to the release of Mn2+ ions that enhance magnetic resonance imaging (MRI) for bone metastases, particularly at early stages. The HKN22 further promoted interactions between MC@MH and intracellular ferritin. Guided by MRI, the separately administrated radionuclide (68Ga-PSMA-617) also actively navigated to metastatic tumors. Based on the Cherenkov radiation effect, it served as a light source in the lesions, precisely irradiating the photosensitizer (Chlorin e6) released from MC@MH. The cytotoxic ROS generated from Cherenkov radiation-induced PDT not only destroyed cancer cells but also destructed ferritin to initiate a cascade of ferroptosis. Overall, our strategy facilitated bone remodeling and repair while preserving bone homeostasis, offering a novel avenue for locoregional and precise theranostics against metastatic cancer in vivo.",Journal of controlled release : official journal of the Controlled Release Society,2025,downloaded,10.1016/j.jconrel.2025.113971
40525768,Programmatically Controllable Activation of Sonodynamic Therapeutics with Bioorthogonal-Based Mitochondria-Specific Exogenous Agents toward Accurate Tumor Elimination.,"Sonodynamic therapy (SDT) mediated by endogenous stimuli-activated sonosensitizing prodrugs is faced with problems such as low specificity, tumor heterogeneity, and uncontrollability. Utilizing bioorthogonal reactions as exogenous stimuli to programmatically activate the prodrugs has been identified as a potential solution to these problems. Herein, we present a mitochondria-specific sonosensitizing system for programmatically controllable activation of sonodynamic therapeutics based on the Staudinger reaction by rationally designing a mitochondrial-targeting bioorthogonal trigger (TP) and a mitochondria-targeting sonosensitizing nanoprodrug (MA-NPs). The MA-NPs is enriched inside the mitochondria of the tumor cell driven by the mitochondrial membrane potential. The enrichment of MA-NPs and the subsequently loaded TP within mitochondria initiate Staudinger reactions, which promote the disintegration of MA-NPs to release sonosenitizing methylene blue (MB). Then, under ultrasound irradiation, MB produces reactive oxygen species (ROS) to damage the mitochondria of tumor cells and induce apoptosis, which effectively inhibits tumor development and facilitates the effects of SDT. This research presents an innovative strategy for the advancement of exogenous activation agents capable of selectively and efficiently activating prosonosensitizers and achieving controllable and effective SDT.",ACS applied materials & interfaces,2025,downloaded,10.1021/acsami.5c04425
40499230,Electron acceptor motif-manipulated NIR-II AIE photosensitizers synergically induce tumor pyroptosis through multimodal image-guided pure type I photodynamic and photothermal therapy.,"Pyroptosis, a form of programmed cell death, is known for its strong capacity to induce immunogenic cell death (ICD), triggering the release of damage-associated molecular patterns (DAMPs) that amplify cancer immunotherapy. Recently, photocontrolled pyroptosis has emerged as a promising strategy within photodynamic therapy (PDT). Nonetheless, most existing photosensitizers exhibit a reliance on both type I and type II reactive oxygen species (ROS) generation, which not only leads to suboptimal efficacy in hypoxic tumor environments but also limits therapeutic depth and selectivity. In this study, we report a lysosome-targeted aggregation-induced emission (AIE) photosensitizer, PTQ-TPA3, engineered through receptor unit loop fusion and rotor integration via molecular evolution strategies. PTQ-TPA3 uniquely achieves highly efficient pure type I ROS generation, alongside near-infrared-II (NIR-II) fluorescence emission and photothermal conversion properties. Under the guidance of multimodal imaging modalities, including photoacoustic, NIR-II fluorescence, and photothermal imaging, PTQ-TPA3 nanoparticles enable synergistic photodynamic and photothermal therapy to drive robust ICD-mediated phototherapy. Furthermore, PTQ-TPA3 demonstrates exceptional efficacy in hypoxic tumor environments by producing pure type I ROS while leveraging its photothermal effect to induce pyroptosis. This dual mechanism effectively eradicates cancer cells and stimulates systemic antitumor immunity, paving the way for innovative therapeutic strategies.",Biomaterials,2026,downloaded,10.1016/j.biomaterials.2025.123490
40480041,A multimodal imaging nanobubble enhancing sonodynamic therapy by cell membrane disruption for effective anti-melanoma.,"Sonodynamic therapy (SDT) offers a new, non-invasive therapeutic choice for melanoma. However, direct use of sonosensitizer like chlorin e6 (Ce6) may face problems like poor drug solubility and off-target effects. Besides, using SDT alone may be deficient to treat melanoma. Nanobubbles (NBs) are novel extravascular ultrasound contrast agents with the ability to perform ultrasound-triggered drug delivery. On the other hand, we found that cell membrane disruption therapy is suitable for working synergistically with SDT. In this study, we used quaternary ammonium salts (QAS) to prepare NBs with therapeutic effect. Besides delivering Ce6, QAS NBs can destroy tumor cell membranes using its special structure, thus enhancing the effect of SDT. The resulting Ce6@QAS NBs had excellent ultrasound-triggered imaging effects and photoacoustic (PA) imaging effects both in vivo and in vitro. The effect in killing tumor cells has been confirmed, including the performance to destroy cells by their outer QAS shells, and the generation of reactive oxygen species (ROS) in SDT process. We found that treated tumor cells were induced to undergo immunogenic cell death (ICD). In the Ce6@QAS NBs with ultrasound group, the tumor growth was significantly inhibited, and anti-tumor immunity was activated. These results suggest that Ce6@QAS NBs can achieve physicochemical synergistic antitumor therapy while performing multimodal imaging.",Biomaterials,2026,downloaded,10.1016/j.biomaterials.2025.123450
40465209,Spatiotemporal Charging Single-Atom Nanozymes Activated Pyroptosis for Antitumor Immunotherapy via Bioorthogonal Disruption of Succination and Reinvigorating T Lymphocytes.,"Pyroptosis can trigger strong immunogenic cell death (ICD) of tumor cells for antitumor immunotherapy. However, metabolic disorders of fumarate in the tumor microenvironment (TME) can significantly reduce the pyroptosis rate and render T lymphocytes dysfunctional. Here, the ultrasound (US)-driven piezoelectric charges assisted Fe-based SAzyme (BFTM) with co-loaded triphenylphosphonium (TPP) and methyl (Z)-4-(chloro(2-phenylhydrazono)methyl)benzoate (MMB, a bioorthogonal reagent of fumarate) for activating pyroptosis and regulating fumarate metabolism is developed. Positive and negative charges generated by barium titanate (BTO) regulate the electron cloud density of single-Fe atom, endowing the BFTM with efficient reactive oxygen species (ROS) production ability for triggering caspase-1 related gasdermin D (GSDMD) mediated pyroptosis. Meanwhile, the consumption of intracellular fumarate through bioorthogonal reaction not only prevented the succinate of cysteines in GSDMD, causing it to be activated and oligomerized by caspase-1 to enhance pyroptosis but also restored the phosphorylation of ZAP70 to normalize the T cell receptor (TCR) signaling pathways for reinvigorating CD8+ T cells. In short, US-driven BFTM as a pyroptosis initiator and metabolism immune activator significantly enhances antitumor immunotherapy effects via ROS storms, fumarate depletion, triggering pyroptosis, and reinvigorating T lymphocytes.","Advanced materials (Deerfield Beach, Fla.)",2025,downloaded,10.1002/adma.202502940
40434189,Spatial-Constraint Modulation of Intra/Extracellular Reactive Oxygen Species by Adaptive Hybrid Materials for Boosting Pyroptosis and Combined Immunotherapy of Breast Tumor.,"Pyroptosis-immunotherapy has potential for triple-negative breast cancer treatment, but its efficacy is limited by insufficient pyroptosis activation and the need for phased, balanced, and spatially controlled activation of active species during long-term treatment. To reconcile intracellular/extracellular demands in tumor ablation, a nanoparticle-hydrogel hybrid enabling spatiotemporal reactive oxygen species (ROS) modulation is engineered. An open-shell sonosensitizer with unpaired electrons in its molecular orbitals is prepared by chelating Cu2⁺ with TCPP. These sonosensitizers are undergoing bovine serum albumin mediated biomineralization to form calcium phosphate particles and are incorporated into an injectable hydrogel through Schiff base crosslinking between dopamine-functionalized oxidized hyaluronic acid and gallic acid-modified chitosan. After intratumoral injection, nanoparticles endocytosed into tumor cells undergo acidic degradation, releasing calcium ions and GSH-activatable sonosensitizers. Calcium overload synergizes with ultrasound-mediated oxidative stress to induce mitochondrial damage and pyroptosis, while adhesive hydrogels retained in the extracellular matrix control excessive secondary ROS levels to protect oxidation-sensitive entities. This dual-action mechanism enhances the overall therapeutic effect by combining immediate tumor killing with long-term immune activation. This study provides a new route to hybrid material design, addressing the conflicting demands of short-term tumor ablation and long-term immune activation, overcoming the limitations of current pyroptosis-based immunotherapies.",Advanced healthcare materials,2025,downloaded,10.1002/adhm.202500371
40426022,Cascade Catalytic Nanozymes Induce Tumor Ca2+ Overload and Ferroptosis by Reducing Energy Supply and Amplifying Oxidative Stress.,"Nanozyme-mediated nanocatalytic therapy, by mimicking the activity of redox enzymes, generates highly toxic reactive oxygen species (ROS) within tumor cells, thereby opening a pathway for tumor-specific therapy. However, achieving satisfactory therapeutic outcomes with nanozymes remains challenging due to the inherent complexity of the tumor microenvironment (TME). In this context, we designed a two-dimensional layered double hydroxide (LDH) nanozyme loaded with Au nanoparticles, while incorporating bioactive Ca2+ and Fe3+ ions (denoted as MgCaFe-LDH@Au NSs) to target the specific needs of the TME. The designed nanozyme mimics glucose oxidase to facilitate self-sufficient H2O2 production and simulates catalase and glutathione peroxidase to overcome the adverse conditions of hypoxia and elevated GSH levels in the TME. Subsequently, the nanozyme emulates peroxidase activity to generate ROS, amplifying oxidative stress and causing redox imbalance, ultimately inducing ferroptosis in tumor cells. Moreover, MgCaFe-LDH@Au NSs also function as an inorganic semiconductor sonosensitizer with a tunable band structure, enabling the generation of abundant ROS under ultrasound irradiation to achieve synergistic sonodynamic and catalytic therapy. Notably, the high levels of ROS induced by the nanozyme, along with the interference in tumor ATP synthesis, enhanced the calcium overload in the TME caused by the release of Ca2+ from the nanozyme. In summary, this two-dimensional nanomaterial, through nanozyme and ultrasound-catalyzed synergistic disruption of tumor energy supply and redox balance, exhibited significant therapeutic efficacy in a 4T1 tumor-bearing mouse model. This study also highlights the immense potential of multimetal LDHs as inducers of calcium overload and ferroptosis in tumor therapy.",ACS applied materials & interfaces,2025,downloaded,10.1021/acsami.5c04041.s001
40423093,Platelet Membrane-Coated Drug-Loaded Nanoparticles for Dual-Modal Imaging and Photodynamic Therapy in Triple-Negative Breast Cancer.,"Photodynamic therapy (PDT) has emerged as a promising strategy for cancer treatment; however, its efficacy is hindered by the hypoxic tumor microenvironment. In this study, we designed a bionic nanosystem to enhance oxygen-dependent PDT. The system comprises Fe-doped polydiaminopyridine (Fe-PDAP) nanoenzymes with catalase-like activity, encapsulated with metformin (Met) and indocyanine green (ICG). The surface of the nanoparticles was further coated with platelet membranes (PM), enabling targeted delivery to the tumor site via molecular recognition. In vitro and in vivo studies demonstrated that Fe-PDAP nanoenzymes catalyzed the generation of O2 from elevated hydrogen peroxide (H2O2) while concurrently depleting glutathione (GSH), resulting in increased production of reactive oxygen species (ROS) and enhanced PDT efficacy. Met, acting as a mitochondrial respiratory inhibitor, disrupts complex I of the electron transport chain, thereby reducing ATP levels, inhibiting oxygen (O2) consumption at the tumor site, and amplifying the PDT effect. Additionally, the bionic nanoparticles (Fe-PDAP-ICG-Met@PM) facilitated both magnetic resonance imaging (MRI) and fluorescence imaging via the Fe-PDAP core and the encapsulated ICG. This study presents an approach to improve PDT and targeted cancer therapy by using bionic nanosystems, providing innovative strategies for effective tumor inhibition.",ACS applied materials & interfaces,2025,downloaded,10.1021/acsami.5c04250.s001
40357877,Ultrasound-Triggered Nanoparticles Induce Cuproptosis for Enhancing Immunogenic Sonodynamic Therapy.,"Cuproptosis, as a novel mechanism of cell death, holds significant promise for tumor therapy. However, existing studies typically employ methods to induce cuproptosis through endogenous or exogenous pathways, which often fail to achieve precise control in both space and time. Herein, polymeric nanoparticles (RC NPs) are developed that enable precise activation of cuproptosis through acoustic control for tumor-specific treatment. The nanoparticles are fabricated via self-assembly of a degradable, acoustic-sensitive polymer (Poly RA) and a metal-ion-loadable polyphenol-structured polymer (Poly MPN). Ultrasound stimulation cleaved the RC NPs, generating reactive oxygen species (ROS) and promoting the release of copper ions from Poly MPN, leading to the aggregation of lipoylated proteins and depletion of iron-sulfur cluster proteins to introduce cuproptosis. Subsequently, the RC NPs successfully activated the immune system of mice, promoting the maturation of antigen-presenting cells and the activation of T lymphocytes. The nanoparticles exhibited good biosafety and significant tumor inhibition in both orthotopic and patient-derived xenograft (PDX) models. These novel nanoparticles provide a promising modality for the treatment of highly aggressive cancers and a valuable avenue for future clinical applications.","Advanced materials (Deerfield Beach, Fla.)",2025,downloaded,10.1002/adma.202504228
40356359,Ultrasound-Responsive Lipid Nanosonosensitizers with Size Reduction and NO Release: Synergistic Sonodynamic-Chemo-Immunotherapy for Pancreatic Tumors.,"Pancreatic cancer (PC) remains difficult to treat due to its dense extracellular matrix (ECM), immunosuppressive tumor microenvironment (TME), and deep-seated anatomy. To address these challenges, we developed IR&ZnPc@LNP-NO, an ultrasound (US)-responsive lipid nanosonosensitizer that synergizes sonodynamic therapy (SDT), chemotherapy, and immunotherapy for orthotopic PC. IR&ZnPc@LNP-NO undergoes three key US-activated responses: 1) size reduction, 2) controlled release of irinotecan (IR) and nitric oxide (NO), and 3) generation of reactive oxygen species (ROS). Under low-dose US, IR&ZnPc@LNP-NO reduces in size (from ∼120  to ∼40 nm), enhancing tumor penetration, and releases NO to remodel the TME by normalizing vasculature and degrading ECM. This enhances nanosonosensitizers accumulation and cytotoxic T cells (CTLs) infiltration. High-dose US irradiation triggers the generation of cytotoxic ROS, which, in combination with IR-mediated chemotherapy, induces immunogenic cell death (ICD) and enhances antitumor immunity. Additionally, combining IR&ZnPc@LNP-NO with PD-L1 antibody (αPD-L1) immunotherapy significantly prolongs survival in orthotopic PC models. The cascade strategy-size reduction, TME remodeling, and multimodal therapy-effectively overcomes stromal and immunosuppressive barriers, offering a robust platform for treating deep-seated PC.",Angewandte Chemie (International ed. in English),2025,downloaded,10.1002/anie.202507388
40344878,Tumor microenvironment responsive nano-PROTAC for BRD4 degradation enhanced cancer photo-immunotherapy.,"Proteolysis Targeting Chimeras (PROTAC) technology has garnered great attention due to its advantages in targeted protein degradation, promising its potential for treating malignant cancer. Nevertheless, the inherent drawbacks of PROTAC technology hinder its clinical translation. The integration of nanotechnology with PROTAC molecules to create nano-PROTACs for combined therapy offers a promising solution. Among the various cancer treatment methods, phototherapy is considered the optimal choice to integrate with specific PROTACs due to its proven effectiveness and non-invasive nature. Herein, a nano-PROTAC formulation (ARV@PEG-ICG) consisting of a phototherapeutic agent named indocyanine green functionalized polyethylene glycol (PEG-ICG) and a BRD4 degrader (ARV-825) was fabricated for cancer photo-immunotherapy. Activated by acidic tumor microenvironment (TME), ARV@PEG-ICG nanoparticles (NPs) will decompose rapidly for ARV delivery. PEG-ICG generated abundant ROS with laser irradiation, downregulating the expression of Bcl-xL and inducing the cleavage of PARP to stimulate cell apoptosis. Furthermore, the degradation of BRD4, a transcriptional cofactor, inhibited nitric oxide synthase (iNOS) generation to improve phototherapeutic efficacy. In a 4T1 breast tumor model, dying 4T1 cells released tumor associated antigens (TAAs) to serve as the immunogenic cell death (ICD) inducer, facilitating DC maturation and T cell activation and amplifying systemic immune response. The distant tumor growth can also be inhibited due to the activation of long-term immune response. Overall, the current study aims to combine typical PROTAC with functional nanomaterials to form nano-PROTAC with high performance for PROTAC delivery mediated cancer treatment.",Biomaterials,2025,downloaded,10.1016/j.biomaterials.2025.123387
40319680,NIR-II imaging guided on-site size variable clustered nanosystem to potentiate sonodynamic therapy in deep-seated tumors.,"The insufficient enrichment and penetration of sonosensitizers in the tumor site hamper the antitumor efficiency of sonodynamic therapy (SDT). Herein, tumor-acidity and photothermal controlled nanosystems (NTTD), which coloaded a new type of sonosensitizers, Na3TiF6 NPs and second near-infrared (NIR-II) emissive AIEgen (T1), have been developed to achieve highly efficient SDT/photothermal therapy (PTT) in deep-seated tumors. On one hand, NTTD includes ultrasmall Na3TiF6 NPs with increased oxygen vacancies, narrow bandgap (2.82 eV) and preferrable absorption capability of H2O and O2 molecules, guaranteeing powerful generation of reactive oxygen species (ROS) under US stimulation. On the other hand, with the assistance of the acidic/photothermal responses and deep penetrated NIR-II fluorescence imaging (up to 7 mm), NTTD undergo in situ ""two-step"" size transformation to achieve enhanced retention and penetration of sonosensitizers in tumor area with high spatiotemporal controllability. In 4T1 tumor model, compared to passive targeting participated NTT group, NTTD elongated the tumor retention time to 60 h and revealed enhanced imaging signal (∼2.4 fold). Further photoirradiation of NTTD assisted ∼4.5-fold enhancement of penetration ability. SDT/PTT synergies have evoked significant ROS generation and tumor inhibition rate of 75.2 % in vivo. This study presents an innovative strategy to exploit novel nano-sonosensitizers with precisely improved tumor accumulation and penetration.",Biomaterials,2025,downloaded,10.1016/j.biomaterials.2025.123381
40270338,Supramolecular Nanoplatforms with Activable Ultrasound and Magnetic Resonance Imaging for Cancer Diagnosis and Therapy.,"Excellent multifunctional platforms for cancer diagnosis and treatment are highly desirable. Herein, multifunctional nanocomposites are constructed by utilizing Mn2+ to coordinate to the imidazole moiety anchored on CuO2 nanoparticles through cyclodextrin-adamantane interaction. The encapsulated CuO2 nanoparticles (NPs) can generate hydrogen peroxide (H2O2) at tumor sites under acidic conditions upon decomposition, which is further turned into oxygen (O2) under Mn2+ catalysis, facilitating both ultrasound and magnetic resonance imaging (MRI). Moreover, the proposed nanomedicine enhances reactive oxygen species (ROS) generation and depletes glutathione (GSH), leading to increased lipid peroxidation (LPO) and effective ferroptosis-mediated cancer therapy. Such a strategy presents a promising approach for the development of theranostics for imaging-guided tumor therapy.","Small (Weinheim an der Bergstrasse, Germany)",2025,downloaded,10.1002/smll.202412566
