pdf_filename,nanomaterial_types,nanomaterial_names,primary_nanomaterial,primary_nano_type,particle_size_nm,particle_size_range,zeta_potential_mV,pzc_value,tumor_types,primary_tumor_type,injection_methods,primary_injection_method,injection_dose_mg_kg,injection_frequency,ultrasound_frequency_MHz,ultrasound_power_W_cm2,treatment_time_min,treatment_sessions,ros_generation,cell_viability_percent,cell_death_percent,tumor_volume_mm3,has_size_data,has_zeta_data,has_ultrasound_data,has_ros_data,has_viability_data,has_volume_data,data_completeness_score,correction_notes,corrected_primary_nanomaterial,corrected_primary_nano_type,corrected_particle_size_nm,corrected_zeta_potential_mV,corrected_pzc_value,corrected_primary_tumor_type,corrected_primary_injection_method,corrected_injection_dose_mg_kg,corrected_injection_frequency,corrected_ultrasound_frequency_MHz,corrected_ultrasound_power_W_cm2,corrected_treatment_time_min,corrected_treatment_sessions,corrected_ros_generation,corrected_cell_viability_percent,corrected_cell_death_percent,corrected_tumor_volume_mm3
Ultrasound-targeted photodynamic and gene dual therapy for effectively inhibiting triple negative breast cancer by cationic porphyrin lipid microbubbles loaded with HIF1α-siRNA.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,4.164285714285715,,8.95,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Heterogeneous-Structure-Based AuNBs@TiO2Nano-Photosensitizers for Computed Tomography ImagingGuided NIR-II Photodynamic Therapy and CancerMetastatic Prevention.pdf,nanocrystal,TiO2,TiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,21.53846153846154,1.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
"Highly Biocompatible, Fluorescence, and Zwitterionic Carbon Dots as a Novel Approach for Bioimaging Applications in Cancerous Cells.pdf",nanocrystal,CdS,CdS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,16.88888888888889,,,80.0,20.0,,no,no,yes,no,yes,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
PtMo-Au Metalloenzymes Regulated Tumor Microenvironment for Enhanced Sonodynamic Chemodynamic Starvation Synergistic Therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,79.4,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Rational design of oxygen deficient TiO2−x nanoparticles conjugated with chlorin e6 (Ce6) for photoacoustic imaging-guided photothermal photodynamic dual therapy of cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,11.28,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Construct of MoSe2 Bi2Se3 nanoheterostructure: Multimodal CT PT imaging-guided PTT PDT chemotherapy for cancer treating.pdf,"nanosheet, nanocrystal",,,nanosheet,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,30.08333333333333,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
A controllable self-amplifying oxidative stress strategy for boosting noninvasive sonodynamic therapy and synergistic immunotherapy..pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,0.5,4.0,1.0,1.0,11.375,1.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
"All-in-One Theranostic Nanoagent with
Enhanced Reactive Oxygen Species eneration and Modulating Tumor Microenvironment Ability for Effective Tumor Eradication.pdf","nanosphere, nanocrystal",,,nanosphere,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,400.0,,13.833333333333334,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Acceptor engineering-facilitated versatile AIEgen for mitochondria-targeted multimodal imaging-guided cancer photoimmunotherapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,425.3333333333333,,10.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Integrin αvβ3-targeted self-assembled polypeptide nanomicelles for efficacious sonodynamic therapy against breast cancer.pdf,nanocrystal,,,nanocrystal,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,,8.76923076923077,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Regulating Near-Infrared Photodynamic Properties of Semiconducting Polymer Nanotheranostics for Optimized Cancer Therapy.pdf,"nanoparticle, nanocrystal",CeO2,CeO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,0.3933333333333333,7.8125,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Supramolecular Nanoplatforms with Activable Ultrasoundand Magnetic Resonance Imaging for Cancer Diagnosis and Therapy.pdf,"nanoparticle, nanocrystal","CuO, AlN",CuO,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,30.0,,34.375,,49.0,,,,no,no,yes,yes,no,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
A multistage assembly disassembly strategy for tumor-targeted CO delivery.pdf,nanocrystal,SiO2,SiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,,400.0,,20.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
SnxWO3 as a Theranostic Platform for Realizing Multi-imaging guided Photothermal Photodynamic Combination Therapy.pdf,nanocrystal,PtS,PtS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,16.19047619047619,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Tumor Microenvironment-Sensitive Ca2+ Nanomodulator Combined with the Sonodynamic Process for Enhanced Cancer Therapy.pdf,nanocrystal,"TiO2, AuS",TiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,4.0,,0.7999999999999999,14.35,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
An Acidity-Unlocked Magnetic Nanoplatform Enables Self-BoostingROS Generation through Upregulation of Lactate for Imaging-GuidedHighly Specific Chemodynamic Therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,60.0,,160.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
MOF-Derived Nanoparticles with Enhanced Acoustical Performance for Efficient Mechano-Sonodynamic Therapy.pdf,nanocrystal,ZnO,ZnO,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0833333333333333,,83.63636363636364,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Charge-reversal nanocarriers: An emerging paradigm for smart cancer nanomedicine.pdf,"nanoparticle, nanocrystal",CuS,CuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,35.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Collagenase-Loaded H-TiO2 Nanoparticles Enhance Ultrasound Imaging-Guided Sonodynamic Therapy in a Pancreatic Carcinoma Xenograft Model via Digesting Stromal Barriers.pdf,"nanoparticle, nanocrystal",TiO2,TiO2,nanoparticle,,,,,pancreatic_cancer,pancreatic_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,12.5,5.0,1.0,1.0,6.461538461538462,2.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
A STING pathway-activatable contrast agent for MRI-guided tumor immunoferroptosis synergistic therapy .pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,3.681818181818183,,,,34.44444444444444,2.333333333333333,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Chemiluminescent Conjugated Polymer Nanoparticles for Deep Tissue Inflammation Imaging and Photodynamic Therapy of Cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,450.0,,22.5,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Reverse magnetic resonance tuning nanoplatform with heightened  sensitivity for non-invasively multiscale visualizing ferroptosis-based tumor sensitization therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,7.5,,,,17.153846153846153,,4.0,,,,no,no,yes,yes,no,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
Magnetic Reactive Oxygen Species Nanoreactor for Switchable Magnetic Resonance Imaging Guided Cancer Therapy Based on pH-Sensitive Fe5C2@Fe3O4 Nanoparticles.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,,23.666666666666668,,24.0,,,,no,no,yes,yes,no,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
A Turbo-Charging System-Like Contrast Agent forMRI-Guided STING Pathway-Activated CancerImmunotherapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,cervical_cancer,cervical_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,20.0,,717.0,,,,no,no,yes,yes,no,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
Degradable and Piezoelectric Hollow ZnO Heterostructures for Sonodynamic Therapy and Pro-Death Autophagy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,5.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
2-Nitroimidazole-Functionalized Superparamagnetic Iron Oxide Nanoparticles Detect Hypoxic Regions of Glioblastomas on MRI and Improve Radiotherapy Efficacy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,40.0,,21.666666666666668,,1.0,,,,no,no,yes,yes,no,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
Mitochondria-Targeting Magnetic CompositeNanoparticles for Enhanced Phototherapy of Cancer.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,400.0,,11.176470588235292,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Cascade Catalytic Nanozymes Induce Tumor Ca2+ Overload and Ferroptosis by Reducing Energy Supply and Amplifying Oxidative Stress.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,,11.461538461538462,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Fe-Cu Bimetallic Nanozyme Co-Assembled with 177 Lu andTanshinone for Quadruple-Synergistic Tumor-SpeciﬁcTherapy.pdf,nanocrystal,AlN,AlN,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,,22.25,77.75,,no,no,no,no,yes,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Tumor Microenvironment-Responsive Cu CaCO3-Based Nanoregulator for Mitochondrial Homeostasis Disruption-Enhanced Chemodynamic Sonodynamic Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,,,22.33333333333333,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Cascade Energy Transformation in Hybrid Nanosensitizer Enables Ultrasound-Activated  Luminescence Imaging and Enhanced Sonodynamic Therapy.pdf,nanocrystal,NaCl,NaCl,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,12.083333333333334,1.2285714285714286,1.9388489208633093,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Drug-loaded titanium dioxide nanoparticle coated with tumor targeting polymer as a sonodynamic chemotherapeutic agent for anti-cancer therapy.pdf,"nanoparticle, nanocrystal","TiO2, AuS",TiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,2.833333333333333,,43.04166666666666,,17.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Preparation of TiH1.924 nanodots by liquid-phase exfoliation for enhanced sonodynamic cancer therapy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,6.621621621621622,2.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Ultrasound-Induced Piezocatalysis Triggered NO Generation for Enhanced Hypoxic Tumor Therapy.pdf,nanoparticle,"BaTiO3, AlN",BaTiO3,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,2.0,1.0,1.2037037037037035,9.195652173913045,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Oxygen-Generating Organic Inorganic Self-Assembled Nanocolloid for Tumor-Activated Dual-Model Imaging-Guided Photodynamic Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,0.25,15.0,,1.0,,,,no,no,yes,yes,no,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
Programmatically Controllable Activation of Sonodynamic Therapeutics with Bioorthogonal-Based Mitochondria-Specific Exogenous Agents toward Accurate Tumor Elimination.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,1.0,1.5,9.2,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
A Novel Biodegradable Nanoplatform for Tumor Microenvironments Responsive Bimodal Magnetic Resonance Imaging and Sonodynamic Ion Interference Cascade Therapy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,1.1,14.142857142857142,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
A multistage assembly disassembly strategy  fortumor-targeted CO delivery.pdf,nanocrystal,SiO2,SiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,,400.0,,20.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Integration of IR-808 Sensitized UpconversionNanostructure and MoS 2 Nanosheet for 808 nm NIRLight Triggered Phototherapy and Bioimaging.pdf,"nanoparticle, nanosheet, nanocrystal","SiO2, MoS2",SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,13.333333333333334,4.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Orally Deliverable Engineered Porphyrin Nanohybrids Activate the cGAS-STING Axis and Enable Fusobacterium-Specific Targeting for Robust Immune Remodeling and Colorectal Cancer Regression.pdf,nanocrystal,,,nanocrystal,,,,,colon_cancer,colon_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,1.0,4.625,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Bimetallic Cu@Ru Core-Shell Structures with Ligand Effects for Endo-Exogenous Stimulation-Mediated Dynamic Oncotherapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,100.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Carbon Nitride Hollow Theranostic Nanoregulators Executing Laser-Activatable Water Splitting for Enhanced Ultrasound Fluorescence Imaging and Cooperative Phototherapy.pdf,"nanoparticle, nanosphere, nanocrystal","SiO2, AuS",SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,15.0,,,1.15,27.291666666666668,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Free-Radical Cascade Generated by AIPH Fe3O4-Coloaded Nanoparticles Enhances MRI-Guided Chemo Thermodynamic Hypoxic Tumor Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,6.0,,,2.5,10.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Enhanced Antitumor Efficacy by a Cascade of Reactive OxygenSpecies Generation and Drug Release.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,,,,,no,no,no,no,no,no,0,Skipped: Model failed,,,,,,,,,,,,,,,,,
Acoustically Driven Hybrid Nanocrystals for In Vivo Pancreatic Cancer Treatment.pdf,"nanoparticle, nanocrystal",ZnO,ZnO,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,30.0,,1.0,1.186666666666667,10.153846153846152,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Advanced Nanoplatform Mediated by  CRISPR-Cas9 and Aggregation-Induced Emission  Photosensitizers to Boost Cancer Theranostics .pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,0.35,8.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Ultrasmall Magneto-chiral Cobalt Hydroxide Nanoparticles Enable Dynamic Detection of Reactive Oxygen Species in Vivo.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,23.33333333333333,,,,60.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Liquid Nanoparticles for Nanocatalytic Cancer Therapy.pdf,"nanoparticle, nanocrystal",SiO2,SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,,58.72727272727273,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Sequential Ultrasound-Triggered and Hypoxia- Sensitive Nanoprodrug for Cascade Amplification of Sonochemotherapy.pdf,"nanoparticle, nanocrystal","CuO, AuS",CuO,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,4.0,325.0,,11.416666666666666,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Ultrasound-Triggered Nanogel Boosts Chemotherapy and Immunomodulation in Colorectal Cancer.pdf,nanocrystal,AuS,AuS,nanocrystal,,,,,colon_cancer,colon_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,1.875,3.0,1.5,1.0,12.77777777777778,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Porous Molybdenum Nitride Nanosphere as Carrier-Free and Efficient Nitric Oxide Donor for Synergistic Nitric Oxide and Chemo Sonodynamic Therapy.pdf,"nanosphere, nanocrystal",AlN,AlN,nanosphere,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,1.1111111111111112,14.476190476190476,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Highly Emissive Dye-Sensitized Upconversion Nanostructure for Dual-Photosensitizer Photodynamic Therapy and Bioimaging.pdf,"nanoparticle, nanocrystal",SiO2,SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,,,12.0,4.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
"Engineering nanozyme immunomodulator
with magnetic targeting effect for cascade enzyodynamic and ultrasound-reinforced metallo-immunotherapy in prostate carcinoma.pdf","nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,11.538461538461538,16.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
A Highly Water-Soluble Aggregation-Induced Emission Luminogen with Anion-π+ Interactions for Targeted NIR Imaging of Cancer Cells and Type I Photodynamic Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,6.0,,,24.0625,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
CuS-MnS2 nano-flowers for magnetic resonance imaging guided photothermal photodynamic therapy of ovarian cancer through necroptosis.pdf,nanocrystal,"CuS, PtS",CuS,nanocrystal,,,,,ovarian_cancer,ovarian_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,5.0,,,1.3571428571428572,9.77777777777778,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Nano .pdf,"nanoparticle, nanosheet, nanocrystal","ZnO, AuS",ZnO,nanoparticle,,,,,cervical_cancer,cervical_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,5.0,,,,no,no,no,yes,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Hydrogen Peroxide-Activatable Nanoparticles for Luminescence Imaging and In Situ Triggerable Photodynamic Therapy of Cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,18.526315789473685,3.0,600.0,,23.33333333333333,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Endogenous tumor microenvironment-responsive multifunctional nanoplatforms for precision cancer theranostics.pdf,"nanoparticle, nanocrystal","CuS, AuS",CuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,2.5,,,0.5333333333333333,15.428571428571429,213529.0,,70.12,29.879999999999995,,no,no,yes,no,yes,no,2,Skipped: Model failed,,,,,,,,,,,,,,,,,
Near infra-red luminescent osmium labelled gold nanoparticles for cellular imaging and singlet oxygen generation.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,400.0,,17.88888888888889,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Spatiotemporal Charging Single-Atom Nanozymes Activated Pyroptosis for Antitumor Immunotherapy via Bioorthogonal Disruption of Succination and Reinvigorating T Lymphocytes.pdf,nanocrystal,RuS,RuS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,20.0,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
All-in-One Theranostic Nanomedicine with Ultrabright Second Near-Infrared Emission for Tumor-Modulated Bioimaging and Chemodynamic Photodynamic Therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,20.0,2.0,,0.5,13.461538461538462,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Upconverted Metal–Organic Framework Janus Architecture for Near-Infrared and Ultrasound Co-Enhanced High Performance Tumor Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,56.46666666666667,1.0,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Ultrasound-Triggered Nanoparticles Induce Cuproptosis forEnhancing Immunogenic Sonodynamic Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,2.523809523809524,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
Graphene Oxide-Grafted Magnetic Nanorings Mediated Magnetothermodynamic Therapy Favoring Reactive Oxygen Species-Related Immune Response for Enhanced Antitumor Efficacy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,8.0,,,,14.545454545454543,,,,,,no,no,yes,no,no,no,1,Skipped: Model failed,,,,,,,,,,,,,,,,,
